13|Государственное учреждение здравоохранения «Областная клиническая психиатрическая больница Святой Софии»|410060, г.Саратов, ул.им.Штейнберга С.И., д.50|3|(8452) 95–50–37|Паращенко Александр Феодосьевич|http://srtopsih.medportal.saratov.gov.ru/|Обслуживаемые районы: 1. Александрово-Гайский район 2. Воскресенский район 3. Красноармейский район 4. Краснокутский район 6. Лысогорский район 7. Новобурасский район 8. Новоузенский район 9. Ровенский район 10. Татищевский район, 11. ЗАТО п. Светлый
11|Государственное учреждение здравоохранения «Областная клиническая туберкулезная больница»|410076, г.Саратов, ул.Чернышевского, д.55|3|(8452) 29–44–97|Моклецов Евгений Николаевич|http://obtubb.medportal.saratov.gov.ru/|Как туберкулезное учреждение, ГУЗ «Областная клиническая туберкулезная больница»» функционирует с 1966 года. В результате неоднократных реорганизаций изменялось название учреждения, однако профиль госпитализируемых больных оставался постоянным. ГУЗ «ОКТБ» в плановом порядке принимает на лечение впервые выявленных больных и больных хроническими формами туберкулеза г.Саратова и Саратовской области, в том числе при наличии сопутствующей патологии (ВИЧ-инфекция, сахарный диабет, язвенная болезнь желудка и двенадцатиперстной кишки, сердечно-сосудистые заболевания). Кроме того, круглосуточно ведется прием всех больных с неотложными состояниями: с кровохарканиями, лёгочными кровотечениями, спонтанным пневмотораксом. Медицинская деятельность в ГУЗ «ОКТБ» осуществляется на основании лицензии № ФС-64-01-001467 от 26.10.2011 г. на следующие виды работ: 1.При осуществлении доврачебной медицинской помощи по: анестезиологии и реаниматологии, гистологии, диетологии, лабораторной диагностики, медицинским осмотрам (предрейсовым, послерейсовым), операционному делу, организации сестринского дела, рентгенологии, сестринскому делу, физиотерапии, функциональной диагностике. 2. При осуществлении стационарной медицинской помощи, в том числе: при осуществлении специализированной медицинской помощи по: анестезиологии и реаниматологии, бактериологии, клинической лабораторной диагностике, контролю качества медицинской помощи, неврологии, общественному здоровью и организации здравоохранения, психиатрии, рентгенологии, терапии, торакальной хирургии, трансфузиологии, ультразвуковой диагностике, физиотерапии, фтизиатрии, функциональной диагностике, экспертизе временной нетрудоспособности, эндокринологии, эндоскопии.
15|Государственное учреждение здравоохранения «Областной врачебно-физкультурный диспансер»|410056, г.Саратов, ул.им. Мичурина И.В., д.80|3|(8452) 27-96-63 доб.0|Быков Юрий Андреевич|http://ovfd.medportal.saratov.gov.ru/|Основным направлением деятельности ГУЗ "Областной врачебно-физкультурный диспансер" является экспертная оценка состояния здоровья лиц, занимающихся физической культурой и спортом, восстановительное лечение (физиотерапия, лечебная гимнастика, массаж), врачебный контроль на тренировочных занятиях и сборах, медицинское обеспечение спортивно-массовых мероприятий.
1|Государственное учреждение здравоохранения «Областной госпиталь для ветеранов войн»|410002, г.Саратов, ул.Соборная, д.22|3|(8452) 39–12–21|Ковалев Евгений Петрович|http://gvv.medportal.saratov.gov.ru/|ГУЗ «Областной госпиталь для ветеранов войн» обеспечивает квалифицированной и специализированной медицинской помощью все категории ветеранов, проживающих на территории Саратовской области. Для этого используется 315 стационарных коек терапевтического и неврологического профилей, а также амбулаторной хирургии, консультативная поликлиника со стоматологическим отделением, областной центр диагностики и лечения остеопороза и центр медико-психологической реабилитации участников боевых действий. Все структурные подразделения имеют современную лечебно-диагностическую базу, физиотерапевтические отделения, клинико-диагностическую лабораторию, рентгенологическую службу.Сотрудники госпиталя разрабатывают программы возрастозависимой геропрофилактики, лечения и реабилитации лиц зрелого и пожилого возрастов для продления их трудовой деятельности и активного долголетия.Госпиталь имеет много дипломов и наград за участие и победы в международных и региональных конкурсах среди таких же госпиталей.
1|Государственное учреждение здравоохранения «Областной клинический кардиологический диспансер»|410039, г.Саратов, ул.Крымская, д.15|3|8452) 39-32-20|Агапов Валерий Владимирович|http://okc.medportal.saratov.gov.ru/|Основная задача ГУЗ «Областной кардиохирургический центр» – снижение смертности и улучшение качества жизни пациентов с заболеваниями сердца и сосудов. Новейшее оборудование, высококвалифицированные специалисты: врачи - обеспечивают стабильно высокие результаты лечения пациентов с различными заболеваниями сердечно-сосудистой системы. В Центре выполняются операции на открытом сердце с использованием искусственного кровообращения. Развернуты 4 операционные, оснащенные современным оборудованием. Функционируют 2 аппарата искусственного кровообращения. Современное оборудование для проведения наркоза, а также использование новейших препаратов, позволяют осуществление медицинской деятельности, осуществление высокотехнологичной медицинской помощи по сердечно-сосудистой хирургии, на осуществление фармацевтической деятельности.
11|Государственное учреждение здравоохранения «Областной клинический противотуберкулезный диспансер»|410004, г.Саратов, ул.Станционная, д.11|3|(8452) 47-71-10|Морозова Татьяна Ивановна|http://obktubd.medportal.saratov.gov.ru/|ГУЗ «Областной клинический противотуберкулезный диспансер» осуществляет такие виды медицинских услуг как доврачебная помощь: диетология, лабораторная диагностика, рентгенология, сестринское дело, сестринское дело в педиатрии, физиотерапия, функциональная диагностика. Амбулаторно-поликлиническая помощь, в том числе в условиях дневного стационара и стационара на дому:гинекология, дерматовенерология, неврология, отоларингология, офтальмология, психиатрия-наркология, рентгенология, терапия, травматология и ортопедия, фтизиатрия, хирургия, эндокринология, урология. Стационарная помощь, в том числе в условиях дневного стационара: рентгенология, клиническая фармакология, ультразвуковая диагностика, функциональная диагностика, физиотерапия, фтизиатрия, эпидемиология. Прочие работы и услуги: общественное здоровье и организация здравоохранения, экспертиза временной нетрудоспособности, экспертиза качества медицинской помощи, медицинские осмотры, бактериология.
1|Государственное учреждение здравоохранения «Областной клинический центр комбустиологии»|410005, г.Саратов, ул. Соколовая, д.306|3|(8452) 39-12-63|Островский Николай Владимирович|http://sargkb7.medportal.saratov.gov.ru/|Государственное учреждение здравоохранения «Областной клинический центр комбустиологии» (сокращенное наименование – ГУЗ "ОКЦК")- это специализированное лечебное учреждение, коллектив которого оказывает специализированную экстренную помощь населению Саратова, Саратовской области и других регионов России, пострадавшему от ожогов и отморожений с использованием современных методов и технологий, как консервативных, так и оперативных, в т.ч. с использованием  искусственных, созданных на основе биотехнологий, тканевых покрытий.
14|Государственное учреждение здравоохранения «Областной онкологический диспансер N 2»|410053, г. Саратов, Смирновское ущелье, д.1|3|(8452) 39-44-20|Кедров Дмитрий Анатольевич|http://sarood2.medportal.saratov.gov.ru/|ГУЗ «Онкологический диспансер №2» - молодое учреждение, было создано в 2010 году в целях улучшения медицинской помощи больным с онкологическими заболеваниями. В структуру диспансера вошли два отделения противоопухолевой и лекарственной терапии, отделение радиотерапии, дневной стационар на, приемное отделение, поликлиническое отделение отделение лучевой диагностики, организационно-методический кабинет, аптека, эндоскопический кабинет, клинико-диагностическая лаборатория. На базе диспансера работает кафедра хирургии и онкологии ФПК и ППС Саратовского государственного медицинского университета им. В.И. Разумовского. Благодаря участию в реализации программы модернизации здравоохранения области и областной целевой программы укреплена материально-техническая база диспансера, улучшилось его оснащение современным медицинским оборудованием, что позволило внедрять инновационные методы диагностики и лечения, такие как соноэластнография, гипертермия и химиоэмболизация опухоли.
11|Государственное учреждение здравоохранения «Противотуберкулезный диспансер Заводского района г. Саратова»|410015, г.Саратов, ул.Фабричная, д.2|3|(8452) 96-21-23|Безрукавнов Александр Александрович|http://srtptz.medportal.saratov.gov.ru/|-
11|Государственное учреждение здравоохранения «Противотуберкулезный диспансер Ленинского района г. Саратова»|410065, г.Саратов, ул.Лесная, д.3|3|(8452) 55-56-87|Островская Наталья Николаевна|http://srtptl.medportal.saratov.gov.ru/|Учреждение оказывает квалифицированную специализированную помощь, а также проводит мероприятия по профилактике туберкулёза.
2,4|Государственное учреждение здравоохранения «САРАТОВСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА»|410028 г.Саратов, ул.Вольская, д.6|3|(8452) 39-38-00|Свинарев Михаил Юрьевич|http://sarodkb.medportal.saratov.gov.ru/|ГУЗ "САРАТОВСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА" - одно из ведущих педиатрических учреждений региона, оснащенное современным медицинским оборудованием, в котором оказываются все виды специализированной медицинской помощи. На базе больницы созданы эндокринологический, иммунологический центры, центры для детей, страдающих детским церебральным параличом, и муковисцидозом. Открыта медико-генетическая консультация. Работают единственные в области отделения детской онкологии, нейрохирургии. Режим работы: - Плановая госпитализация осуществляется по предварительной записи - Экстренная госпитализация - круглосуточно - Консультативная поликлиника работает с 8.30 до 15.00 кроме выходных Запись на прием к врачу поликлиники осуществляется по телефонам: 39-38-05 и 39-38-06, пн, вт, ср, чт, пт с 8:00 до 18:00
1,3,8,9|Государственное учреждение здравоохранения «Саратовская городская клиническая больница № 1 им. Ю.Я. Гордеева»|410017, г.Саратов, ул.Хользунова, д.19|3|(8452) 51-51-38|Салов Игорь Аркадьевич|http://sar1gkb.medportal.saratov.gov.ru/|ГУЗ «1-я Городская клиническая больница им. Ю.Я.Гордеева» одно из ведущих лечебно-профилактических учреждений г.Саратова и области открыта в 1878 году. Больница является многопрофильным лечебным учреждением, оказывающим специализированную, в том числе высокотехнологичную, а также амбулаторно-поликлиническую медицинскую помощь жителям г. Саратова и области. По экстренным показаниям помощь оказывается больным из любого региона России, ближнего и дальнего зарубежья. В состав больницы входят: стационар, поликлиника, женская консулцентр, межобластной нейрохирургический центр (Астраханская, Волгоградская, Саратовская области), региональный микрохирургический центр (обслуживает 7 областей Поволжья), - травматологический центр II уровня. С 2000 г. больницу возглавляет Салов И. А. – Заслуженный врач РФ, доктор медицинских наук.
15|Государственное учреждение здравоохранения «Саратовская областная станция переливания крови»|410033, г.Саратов, ул.Гвардейская, д.27|3|(8452) 35-20-51|Аверьянов Евгений Геннадьевич|http://srtospk.medportal.saratov.gov.ru/|Основной  деятельностью Государственнго  учреждения  здравоохранения  «Саратовская  областная станция  переливания  крови» является: заготовка, переработка, хранение, и обеспечение безопасности донорской крови и (или) ее компонентов; обеспечение медицинских организаций донорской кровью и (или) ее компонентами;
2,4|Государственное учреждение здравоохранения «Саратовская городская детская больница № 4»|410017, г.Саратов, ул.Шелковичная, д.58|3|(8452) 49-53-45|Романовский Виталий Матвеевич|http://sardgb4.medportal.saratov.gov.ru/|ГУЗ «Саратовская городская детская больница №4» располагается по адресу: 410017 г. Саратов, ул. Шелковичная, д.58. В структуру больницы входит: круглосуточный неонатологический стационар на 60 коек, поликлиника. Поликлиника обслуживает детское население Фрунзенского района в количестве 8004 человек. В структуру поликлиники входит: педиатрическое отделение, включающее в себя 10 педиатрических участков; дошкольно - школьное отделение, которое обслуживает: 6 школ, 14 дошкольных учреждений, 1 колледж, СГАУ; отделение узких специалистов, включающее врачей по 18 специальностям; диагностическое: рентгеноскопический ка?терапевтического отделения; кабинет лечебной физкультуры; кабинет массажа и дневной стационар на 4 койки; прививочный и процедурный кабинет.
1,3,8|Государственное учреждение здравоохранения «Саратовская городская клиническая больница № 2 им. В.И. Разумовского»|410028, г.Саратов, ул.им.Чернышевского Н.Г., д.141|3|(8452) 39-28-55|Бакал Наталия Евгеньевна|http://sargkb2.medportal.saratov.gov.ru/|ГУЗ «Саратовская городская клиническая больница № 2 им. В.И. Разумовского» находится по адресу: 410028, г.Саратов, ул. им. Чернышевского Н.Г., д.141; ул. Максима Горького, д.34. В ГУЗ «Саратовская городская клиническая больница № 2 им. В.И. Разумовского» оказывается медицинская помощь жителям г.Саратова. Центром Здоровья, при поликлинике, осуществляется формирование здорового образа жизни у граждан, включая сокращение потребления алкоголя и табака – оснащенный необходимым оборудованием (аппаратно- программным комплексом, системой скрининга сердца, системой ангиологического скрининга с автоматическим измерением систолического АД и расчетом плече-ладыжечного индекса, экспресс- анализатором для определения общего холестерина и глюкозы крови, смокелайзером, пульсоксиметром, кардиотренажером, инвентарём для зала ЛФК) и рассчитаным на обслуживание 170 000 тыс. населения. Ежегодно в ГУЗ СГКБ № 2 походят стационарное лечение около 20 000 человек, выполняется около 9400 операций, более 3200 из которых выполняются в экстренном порядке. Около 15% оперативных вмешательств осуществляется эндоскопическими методами.
1,3,8,9|Государственное учреждение здравоохранения «Саратовская городская клиническая больница № 8»|410052, г.Саратов, ул. Одесская, д.46А|3|(8452) 39-31-10|Максимов Юрий Васильевич|http://sargkb8.medportal.saratov.gov.ru/|ГУЗ "Саратовская городская клиническая больница №8" является клиническим многопрофильным лечебным учреждением, оказывающим специализированную медицинскую помощь жителям Саратова и области. С февраля 2012 года больницу возглавляет Максимов Юрий Васильевич. Основными направлениями деятельности МУЗ «Городская клиническая больница №8» являются оказание специализированной медицинской помощи по профилю стационара: жителям Ленинского района оказание кардиологической, терапевтической, гинекологической медицинской помощи; жителям города – оказание пульмонологической и проктологической медицинской помощи; жителям города и области – оказание урологической помощи. В состав МУЗ «ГКБ №8» входит самый крупный родильный дом города Саратова специализирующийся на преждевременных родах всего города работающий по принципу госпиталя доброжелательного к ребенку. На базе больницы регулярно проводятся научно-практические конференции по урологии, кардиологии, пульмонологии, акушерству и гинекологии
1,3,8,9|Государственное учреждение здравоохранения «Саратовская городская клиническая больница № 10»|410022, г.Саратов, ул.Заречная, д.2|3|(8452) 39-19-87;  39-19-88|Максимова Людмила Вячеславовна|http://sargkb10.medportal.saratov.gov.ru/|ГУЗ «Саратовская городская клиническая больница №10» состоит из поликлиники с районом обслуживания населения 39015 человек , и стационара на 252 коек, из них круглосуточных – 252. Отделения стационара включает в себя терапевтическое отделение, эндокринологическое отделение, неврологическое отделение Гинекологическое отделение, отделение патологии беременности, ЛОР-отделение, инфекционное отделение, ОВЛ. Также в учреждении имеются следующие вспомогательные службы: отделение реабилитации поликлиники и стационара (ФТО и ЛФК), диагностическое отделение стационара (рентгенкабинет стационара, ЭКГ, кабинет функциональной диагностики, кабинет пневмотахометрии, кабинет УЗИ-диагностики),диагностическое отделение поликлиники (КДЛ поликлиники, ЭКГ-кабинет, кабинет УЗИ, эндоскопический кабинет),клинико-диагностическая лаборатория стационара, рентгенологическое отделение поликлиники (флюорографический кабинет, кабинет маммографии, рентгенологический кабинет), прививочный кабинет поликлиники.
1,3,8|Государственное учреждение здравоохранения «Саратовская городская клиническая больница № 12»|410039, г.Саратов, ул.Крымская, д.15.|3|(8452) 39-22-47|Ходаев Сергей Петрович|http://sargkb12.medportal.saratov.gov.ru/|ГУЗ «СГКБ №12» является одним из ведущих лечебных учреждений Саратова.Высокий профессионализм медицинских работников,оснащение больницы высокотехнологичным оборудованием позволяют сделать медицинскую помощь населению доступной и качественной.С этой целью в поликлинике ГУЗ «СГКБ №12» успешно функционируют такие структурные подразделения, как центр амбулаторной хирургии, отделение восстановительного лечения, дневной стационар, кардиологический диспансер Заводского района, женская консультация, отделение профилактики неинфекционных заболеваний и факторов риска, Центр Здоровья.Работает кабинет планирования семьи.В ГУЗ «СГКБ №12» имеется отделение лучевой диагностики, где проводится комплекс рентгенодиагностических исследований. Больница обладает службой лабораторной диагностики, оснащённой современными анализаторами.В комплексе лечения стационарных и амбулаторных больных наряду с традиционными методами широко используются возможности физиотерапевтического отделения поликлиники и стационара
2,4|Государственное учреждение здравоохранения «Саратовская детская инфекционная клиническая больница № 5»|410031, г.Саратов, ул.Соколовая, д.97/100|3|(8452) 39-30-32|Харитонова Вера Федоровна|http://sar5dikb.medportal.saratov.gov.ru/|В состав ГУЗ "Саратовская детская инфекционная клиническая больница № 5" входят: детская поликлиника №3,филиал поликлиники, стационар. В состав поликлиники входят: лечебно-профилактическое отделение: кабинеты педиаторов участков, кабинет здорового ребенка, прививочный кабинет, процедурный кабинет; Консультативно-диагностическое отделение: кабинеты врачей-специалистов: детский хирург, детский кардиолог, травматолог-ортопед, оториноларинголог, гастроэнтеролог, невролог, офтальмолог, инфекционист, нефролог, гинеколог, детский эндокринолог, уролог-андролог, детский стоматолог; клинико-диагностическая лаборатория; Отделение организации медицинской помощи детям в образовательных учреждениях; Отделение восстановительного лечения: кабинет физиотерапии, лечебной физкультуры, массажа. Консультативно-диагностический кабинет. Ведущий профиль стационара – воздушно-капельные инфекции (дифтерия, скарлатина, инфекционный мононуклеоз, ангина, ларинготрахеиты), инфекционные гепатиты. Режим работы: круглосуточный
1|Государственное учреждение здравоохранения «Саратовская городская клиническая больница № 9»|410030, г.Саратов ул.Большая Горная, д.43|3|(8452) 39-21-10|Костин Олег Николаевич|http://sargkb9.medportal.saratov.gov.ru/|Больница является клиническим многопрофильным лечебным учреждением, оказывающим специализированную медицинскую помощь жителям г. Саратова и области. Работает на основании устава, имеет лицензию на осуществление медицинской деятельности и лицензию на осуществление специализированной и высокотехнологичной медицинской деятельности (выданы Министерством здравоохранения Саратовской области, г. Саратов ,ул. Железнодорожная, 72)
2,4|Государственное учреждение здравоохранения «Саратовская городская детская больница № 7»|410064, г.Саратов, ул.Тархова, д.7А|3|(8452) 49-59-15|Хижняк Дмитрий Григорьевич|http://sar7gdb.medportal.saratov.gov.ru/|ГУЗ "Саратовская городская детская больница №7» представляет собой медицинское объединение, имеющее в своем составе стационар на 95 коек и 2 поликлинических подразделения, обслуживающих 19860 человек детского населения. В настоящее время стационар ГУЗ "СГДБ №7" включает в себя: педиатрическое, неврологическое и реанимационное отделения.
4|Государственное учреждение здравоохранения «Саратовская городская детская поликлиника № 1»|410028, г.Саратов, ул.Чапаева, д.14/26|3|(8452) 39-24-62, 39-24-63, 39-24-64|Полякова Анна Николаевна|http://sardgp1.medportal.saratov.gov.ru/|На сегодняшний день ГУЗ "Саратовская городская детская поликлиника №1"- это современное многопрофильное учреждение, оказывающее амбулаторно- поликлиническую помощь маленьким пациентам Октябрьского района г. Саратова по следующим направлениям: педиатрия, акушерство и гинекология, нефрология, гастроэнтерология, детская эндокринология, травматология, ортопедия, отоларингология, детская хирургия, детская кардиология, неврология, офтальмология, нефрология, травматология и ортопедия, детская урология-андрология инфекционные болезни, а также лечебная физкультура, клиническая лабораторная диагностика, функциональная диагностика, физиотерапия, ультразвуковая диагностика.
4|Государственное учреждение здравоохранения «Саратовская городская детская поликлиника № 2»|410005, г.Саратов, ул.Астраханская, д.138|3|(8452)39-22-97;39-22-98|Сорокина Татьяна Михайловна|http://sardgp2.medportal.saratov.gov.ru/|ГУЗ "Саратовская городская детская поликлиника №2" представлена педиатрической службой, дошкольно - школьным отделением, отделением узких специалистов, включающим врачей следующих специальностей: детский хирург, детский уролог-андролог, офтальмолог, отоларинголог, невролог, ортопед, ревматолог, кардиолог, гастроэнтеролог, нефролог, иммунолог, инфекционист, эндокринолог, детский гинеколог. Диагностическим отделением: клиническая лаборатория, рентгеновский кабинет, кабинет функциональной диагностики, эндоскопический кабинет. Отделением восстановительной медицины и реабилитации, дневной стационар, кабинет лечебной физкультуры. Кабинетом диспансеризации и комнатой здо?0?ческим диспансером. Амбулаторно-поликлиническая помощь детскому населению оказывается в объёмах, предусмотренных Программой государственных гарантий, базовой программой ОМС.
4|Государственное учреждение здравоохранения «Саратовская городская детская поликлиника № 4»|410009, г.Саратов, ул.Наумовская, д.39А|3|(8452) 39-22-62, 39-22-64|Грищенко Тамара Павловна|http://sardgp4.medportal.saratov.gov.ru/|ГУЗ «Саратовская городская детская поликлиника №4» оказывает следующие виды услуг: доврачебная помощь: акушерское дело, лабораторная диагностика, медицинская статистика, рентгенология, сестринское дело, физиотерапия, функциональная диагностика, стоматология профилактическая. Первичная медико-санитарная помощь: акушерство и гинекология, аллергология и иммунология, гастроэнтерология, детская эндокринология, детская хирургия, диетология, лечебная физкультура и спортивная медицина, инфекционные болезни, клиническая лабораторная диагностика, детская кардиология, клиническая фармакология, неврология, мануальная терапия, рефлексотерапия, отоларингология, офтальмология, рентгенология, нефрология, пульмонология, ревматология, травматология и ортопедия, физиотерапия, эндоскопия, педиатрия, неонатология, ультразвуковая диагностика, урология, детская урология-андрология, функциональная диагностика.
4|Государственное учреждение здравоохранения «Саратовская городская детская поликлиника № 8»|410035, г.Саратов, проспект Энтузиастов, д.55|3|(8452) 92-29-18|Дмитриев Владимир Анатольевич|http://sardgp8.medportal.saratov.gov.ru/|ГУЗ "Детская городская поликлиника №8. При учреждении работает дневной стационар на 12 коек. На базе поликлиники осуществляется совместная работа с кафедрой госпитальной, поликлинической педиатрии и неонатологии СГМУ им.В.И. Разумовского. ГУЗ "Детская городская поликлиника №8" располагается в девяти помещениях и обслуживает все детское население Заводского района 33909 человек. ГУЗ "Детская городская поликлиника №8" имеет в своем составе три клинико-диагностические лаборатории, три физиотерапевтических отделения, кабинет ультразвуковой диагностики, кабинет эндоскопии, кабинет функциональной диагностики, два рентгенологических кабинета, три неврологических кабинета, три кабинета лор-врача, три офтальмологических кабинета и кабинет охраны зрения, два гинекологических кабинета, два ортопедических кабинета, два кабинета лечебной физкультуры, кабинет рефлексотерапии, три инфекционных кабинета, три кардиологических кабинета, подростковый кабинет.
1|Государственное учреждение здравоохранения «Саратовская городская клиническая больница № 6 имени академика В.Н. Кошелева»|410033, г.Саратов, ул.Гвардейская, д.15|3|(8452) 39-04-88|Водолагин Александр Валерьевич|http://sargkb6.medportal.saratov.gov.ru/|В настоящее время государственное учреждение здравоохранения «Саратовская городская клиническая больница имени академика В.Н.Кошелева» является многопрофильным стационаром на 400 коек, оказывающим в экстренную и плановую медицинскую помощь. Ежегодно в больницу обращается более 20 тысяч человек, около 18 тысяч пациентов получают лечение в стационаре, проводится около 6 тысяч операций. Деятельность стационара осуществляется в тесном взаимодействии с кафедрами Саратовского государственного медицинского университета. Так на базе ГУЗ «СГКБ №6» осуществляют лечебную и консультативную деятельность сотрудники кафедры общей хирургии, кафедры отоларингологии, кафедры нервных болезней, кафедры нейрохирургии. 
